id,name,lat,lng,streamUrl
NC-168,NC-168 ธนาคารออมสิน สาขาโพธิสัมพันธ์ ซอยพัทยา-นาเกลือ 16 กล้องตัวที่ 2,12.962847,100.892405,https://stream1.ioc.pattaya.go.th/live/NC-168.m3u8
NC-172,NC-172 กลางซอยพัทยา-นาเกลือ 16 กล้องตัวที่ 1,12.965066,100.885925,https://stream1.ioc.pattaya.go.th/live/NC-172.m3u8
NC-173,NC-173 กลางซอยพัทยา-นาเกลือ 16 กล้องตัวที่ 2,12.965063,100.885917,https://stream1.ioc.pattaya.go.th/live/NC-173.m3u8
NC-176,NC-176 ซอยนาเกลือ 16/2 ตัดถนนพัทยา - นาเกลือ,12.956999,100.891866,https://stream1.ioc.pattaya.go.th/live/NC-176.m3u8
NC-179,NC-179 กลางซอยนาเกลือ 16/2 กล้องตัวที่ 2,12.958095,100.889911,https://stream1.ioc.pattaya.go.th/live/NC-179.m3u8
NC-180,NC-180 Top นาเกลือ 16/2,12.95924,100.886982,https://stream1.ioc.pattaya.go.th/live/NC-180.m3u8
NC-181,NC-181 ซอยข้างแฟมิลี่มาร์ท ตัดซอยนาเกลือ 16/2,12.959227,100.886987,https://stream1.ioc.pattaya.go.th/live/NC-181.m3u8
NC-182,NC-182 ซอยข้างแฟมิลี่มาร์ท ตัดซอยนาเกลือ 16/2,12.959229,100.887001,https://stream1.ioc.pattaya.go.th/live/NC-182.m3u8
NC-184,NC-184 กลางซอยนาเกลือ 18 กล้องตัวที่ 2,12.95673,100.887811,https://stream1.ioc.pattaya.go.th/live/NC-184.m3u8
NC-188,NC-188 บริเวณถนนพัทยาเหนือ - วงเวียนปลาโลมา,12.951066,100.887942,https://stream1.ioc.pattaya.go.th/live/NC-188.m3u8
NC-189,NC-189 ปากซอยเพ็ชรตระกูลถนนพัทยาเหนือ,12.950702,100.891142,https://stream1.ioc.pattaya.go.th/live/NC-189.m3u8
NC-322,NC-322 หน้าธนาคารธนชาติ สาขาพัทยาเหนือ กล้องตัวที่ 1,12.94926,100.900699,https://stream1.ioc.pattaya.go.th/live/NC-322.m3u8
NC-323,NC-323 หน้าธนาคารธนชาติ สาขาพัทยาเหนือ กล้องตัวที่ 2,12.949262,100.900674,https://stream1.ioc.pattaya.go.th/live/NC-323.m3u8
NC-338,NC-338 แยกถนนพัทยานาเกลือ-สว่างฟ้า,12.971723,100.904719,https://stream1.ioc.pattaya.go.th/live/NC-338.m3u8
NC-344,NC-344 แยกถนนพัทยานาเกลือ-ซอยโพธิสาร,12.959811,100.893873,https://stream1.ioc.pattaya.go.th/live/NC-344.m3u8
NC-350,NC-350 แยกปริญญา,12.949995,100.897247,https://stream1.ioc.pattaya.go.th/live/NC-350.m3u8
NC-351,NC-351 แยกปริญญา,12.949735,100.897206,https://stream1.ioc.pattaya.go.th/live/NC-351.m3u8
NC-353,NC-353 แยกสุขุมวิท-พัทยาเหนือ,12.94864,100.905725,https://stream1.ioc.pattaya.go.th/live/NC-353.m3u8
NC-357,NC-357 ซอยด้านข้าง สภต.บางละมุง,12.975657,100.914311,https://stream1.ioc.pattaya.go.th/live/NC-357.m3u8
NC-358,NC-358 ปากซอยโพธิสารซอย 8,12.95712,100.897086,https://stream1.ioc.pattaya.go.th/live/NC-358.m3u8
NC-360,NC-360 ตลาดใหม่นาเกลือ,12.969737,100.907463,https://stream1.ioc.pattaya.go.th/live/NC-360.m3u8
NC-362,NC-362 แยกสว่างฟ้า 3,12.971478,100.90874,https://stream1.ioc.pattaya.go.th/live/NC-362.m3u8
NC-363,NC-363 โพธิสัมพันธ์,12.96012,100.894084,https://stream1.ioc.pattaya.go.th/live/NC-363.m3u8
NC-364,NC-364 ซอยโพธิสาร 6,12.954678,100.900455,https://stream1.ioc.pattaya.go.th/live/NC-364.m3u8
NC-431,NC-431 FLD-11 โรงเรียนเมืองพัทยา4,12.951758,100.90669,https://stream2.ioc.pattaya.go.th/live/NC-431.m3u8
NC-435,NC-435 FLD-17 หน้าวิทยาเทคนิคพัทยา,12.982435,100.924188,https://stream2.ioc.pattaya.go.th/live/NC-435.m3u8
RC-011,RC-011 แยกไฟแดงหนองเกตุใหญ่,12.984073,100.920649,https://stream1.ioc.pattaya.go.th/live/RC-011.m3u8
RC-013,RC-013 แยกไฟแดงหนองเกตุใหญ่,12.983728,100.920778,https://stream1.ioc.pattaya.go.th/live/RC-013.m3u8
RC-024,RC-024 กระทิงลาย,12.99713,100.928197,https://stream1.ioc.pattaya.go.th/live/RC-024.m3u8
RC-025,RC-025 กระทิงลาย,12.995337,100.927298,https://stream1.ioc.pattaya.go.th/live/RC-025.m3u8
RC-026,RC-026 กระทิงลาย,12.99528,100.927641,https://stream1.ioc.pattaya.go.th/live/RC-026.m3u8
RC-031,RC-031 กระทิงลาย,12.989564,100.924809,https://stream1.ioc.pattaya.go.th/live/RC-031.m3u8
RC-032,RC-032 กระทิงลาย,12.991511,100.925791,https://stream1.ioc.pattaya.go.th/live/RC-032.m3u8
RC-041,RC-041 บ้านโรงไม้ขีด,12.981964,100.929575,https://stream1.ioc.pattaya.go.th/live/RC-041.m3u8
RC-044,RC-044 บ้านโรงไม้ขีด,12.974525,100.926059,https://stream1.ioc.pattaya.go.th/live/RC-044.m3u8
RC-125,RC-125 ตลาดนาเกลือเก่า,12.971595,100.91146,https://stream1.ioc.pattaya.go.th/live/RC-125.m3u8
RC-126,RC-126 ตลาดนาเกลือเก่า,12.973224,100.912508,https://stream1.ioc.pattaya.go.th/live/RC-126.m3u8
RC-134,RC-134 วัดช่องลม,12.981237,100.918476,https://stream1.ioc.pattaya.go.th/live/RC-134.m3u8
RC-143,RC-143 หน้าตลาดอมร,12.970432,100.908936,https://stream1.ioc.pattaya.go.th/live/RC-143.m3u8
RC-144,RC-144 ลานโพธิ์,12.970121,100.909789,https://stream1.ioc.pattaya.go.th/live/RC-144.m3u8
RC-145,RC-145 ลานโพธิ์,12.971078,100.907031,https://stream1.ioc.pattaya.go.th/live/RC-145.m3u8
RC-147,RC-147 แยกสว่างฟ้า 3,12.971485,100.908735,https://stream1.ioc.pattaya.go.th/live/RC-147.m3u8
RC-148,RC-148 ตลาดนาเกลือเก่า,12.973163,100.908431,https://stream1.ioc.pattaya.go.th/live/RC-148.m3u8
RC-151,RC-151 ลานโพธิ์,12.974311,100.907911,https://stream1.ioc.pattaya.go.th/live/RC-151.m3u8
RC-155,RC-155 บ้านหัวทุ่ง,12.966208,100.910025,https://stream1.ioc.pattaya.go.th/live/RC-155.m3u8
RC-156,RC-156 มัสยิดฮีดายาตุสซาลีกีน-01,12.96012,100.908592,https://stream1.ioc.pattaya.go.th/live/RC-156.m3u8
RC-157,RC-157 มัสยิดฮีดายาตุสซาลีกีน-02,12.960384,100.908646,https://stream1.ioc.pattaya.go.th/live/RC-157.m3u8
RC-159,RC-159 บ้านหัวทุ่ง,12.961514,100.906849,https://stream1.ioc.pattaya.go.th/live/RC-159.m3u8
RC-160,RC-160 ต้นกระบก,12.961474,100.906752,https://stream1.ioc.pattaya.go.th/live/RC-160.m3u8
RC-161,RC-161 สามแยกด้านในซอยพัทยา-ซอยสุขุมวิท28,12.960931,100.906827,https://stream1.ioc.pattaya.go.th/live/RC-161.m3u8
RC-162,RC-162 บ้านหัวทุ่ง,12.96344,100.907106,https://stream1.ioc.pattaya.go.th/live/RC-162.m3u8
RC-164,RC-164 บ้านหัวทุ่ง,12.968524,100.908469,https://stream1.ioc.pattaya.go.th/live/RC-164.m3u8
RC-165,RC-165 ซอยสุขุมวิท 28,12.968511,100.908464,https://stream1.ioc.pattaya.go.th/live/RC-165.m3u8
RC-166,RC-166 ต้นกระบก,12.959707,100.906838,https://stream1.ioc.pattaya.go.th/live/RC-166.m3u8
RC-167,RC-167 ต้นกระบก,12.959038,100.906881,https://stream1.ioc.pattaya.go.th/live/RC-167.m3u8
RC-168,RC-168 ต้นกระบก,12.957888,100.90686,https://stream1.ioc.pattaya.go.th/live/RC-168.m3u8
RC-169,RC-169 ต้นกระบก,12.955619,100.90635,https://stream1.ioc.pattaya.go.th/live/RC-169.m3u8
RC-171,RC-171 ต้นกระบก,12.956383,100.904049,https://stream1.ioc.pattaya.go.th/live/RC-171.m3u8
RC-172,RC-172 พัทยา-ซอยสุขุมวิท 28,12.954558,100.907211,https://stream1.ioc.pattaya.go.th/live/RC-172.m3u8
RC-173,RC-173 ปากซอยโพธิสาร-สุขุมวิท,12.952253,100.906495,https://stream1.ioc.pattaya.go.th/live/RC-173.m3u8
RC-187,RC-187 ลานโพธิ์,12.969193,100.908284,https://stream1.ioc.pattaya.go.th/live/RC-187.m3u8
RC-188,RC-188 ตลาดใหม่นาเกลือ,12.969703,100.907538,https://stream1.ioc.pattaya.go.th/live/RC-188.m3u8
RC-190,RC-190 ลานโพธิ์,12.970495,100.906066,https://stream1.ioc.pattaya.go.th/live/RC-190.m3u8
RC-191,RC-191 สว่างฟ้า สุขุมวิท (กล้องชุมชน 254),12.968584,100.910585,https://stream1.ioc.pattaya.go.th/live/RC-191.m3u8
